"PlotNumber","Unit","MoistureRegime","NutrientRegime"
"98AV54","ESSFdkp","3","B"
"98AV55","ESSFwm","6","B"
"98AV56","ESSFwm","1","B"
"98AV57","ESSFwm","3",
"98AV58","ESSFwm","4","C"
"98AV59","ESSFmmp","2","B"
"98AV6","ESSFdk2","3","C"
"98AV60","ESSFwm","3","B"
"98AV61","ESSFwm","4","B"
"98AV62","ESSFwm","2","B"
"98AV63","ESSFwm","2",
"98AV64","ESSFwm","4","C"
"98AV65","ESSFwm","4","C"
"98AV66","ESSFwm","4","D"
"98AV68","ESSFwm","4",
"98AV69","ESSFwm","4",
"98AV7","ESSFdk2","3","C"
"98AV70","ESSFwm","4",
"98AV71","ESSFwm","4","D"
"98AV72","ESSFwm","2",
"98AV73","ESSFwm","4","C"
"98AV74","ESSFwm","4","C"
"98AV75","ESSFwm","4","C"
"98AV76","ESSFwm","4",
"98AV78","ESSFwm","4","B"
"98AV79","ESSFwm","4",
"98AV8","ESSFdk2","3","C"
"98AV80","ESSFwm","4","C"
"98AV81","ESSFwm","4","D"
"98AV82","ESSFwm","4","C"
"98AV83","ESSFdk2","4","C"
"98AV84","ESSFdk2","4","C"
"98AV85","ESSFdk2","3","C"
"98AV86","ESSFdk","2","B"
"98AV87","ESSFdkp","2","B"
"98AV88","ESSFdkp","3","B"
"98AV89","ESSFdk","3","B"
"98AV9","ESSFwm","4","D"
"98AV91","ESSFdk2","4",
"98AV92","ESSFwm","3",
"98AV93","ESSFvcp","4",
"98AV94","ESSFwm","3",
"98AV95","ESSFwm","4","D"
"98AV96","ESSFwm","4","D"
"98AV97","IMAmm","2","B"
"98AV98","ESSFmmp","1","B"
"98AV99","ESSFwm","2",
"98DB001","BGxw1","2","A"
"98DB002","IDFdk1","2","B"
"98DB003","MSxk","3+","C-"
"98DB006","IDFdk1","2","C"
"98DB007","ESSFdv2","3","B"
"98DL001","IDFxh2","2","C"
"98DL002","IDFdk1","4",
"98DL003","ESSFxv","4-","B"
"98DL004","ESSFxv","2","A"
"98DL005","ESSFxv","3","B"
"98DL006","IDFdk1","4","C"
"98DL007","MSxk","4","B"
"98DL008","ESSFdv1","4-","B"
"98DL009","ESSFdv1","2+","B"
"98DL010","ESSFdv1","1","A"
"98DL011","MSxk","4","C"
"98DL012","ESSFdcp","2","B"
"98DL013","ESSFdc","3","B"
"98DL014","ESSFdc","4","C"
"98DL015","ESSFdc","2","B"
"98DL016","ESSFdc","4","D"
"98DL017","ESSFdc","5","D"
"98DL018","ESSFdc","3","B"
"98DL019","ESSFdc","1","B"
"98DL020","ESSFdc","3","B"
"98DL021","ESSFdc","3","B"
"98DL022","ESSFdc","6","C"
"98DL023","ESSFdc","0","B"
"98DL024","ESSFdc","6","B"
"98DL025","ESSFdv1","3","C"
"98DL026","ESSFdv1","4","C"
"98DL027","ESSFdv1","6","B+"
"98DL028","ESSFdv1","3-","C"
"98DL029","ESSFdv1","1","B"
"98DL030","ESSFdv1","3","C"
"98DL031","ESSFdv1","4+","C"
"98DL032","MSxk","3","B"
"98DL033","MSxk","1","B"
"98DL034","MSxk","4","C"
"98DL035","MSxk","5","D"
"98DL036","ESSFxv","6","B"
"98DL037","ESSFxv","7","B"
"98DL038","ESSFxvp","1","D"
"98DL039","BAFAxv","0","B"
"98DL040","BAFAxv","2+","C"
"98DL041","ESSFxv","4","B"
"98DL042","ESSFxv","3","B"
"98DL043","ESSFxv","3",
"98DL048","MSdc","4","C"
"98DL049","ESSFdv2","5","D"
"98DL050","ESSFdv2","4-","C"
"98DL051","ESSFdv2","3","B"
"98DL052","ESSFmw","4","C"
"98DL053","ESSFmw","3","B"
"98DL054","MSmw","4+","D"
"98DL055","MSmw","5","D"
"98DL056","ESSFdv2","6","B"
"98DL057","ESSFdv2","2","B"
"98DL060","ESSFdv4","3","B"
"98DL061","ESSFdv4","3","B"
"98DL062","ESSFdv4","5","C"
"98DL063","ESSFdv4","6","C"
"98DL064","ESSFdv4","3-","B"
"98DL065","ESSFmw","3+","B"
"98DL066","MSmw","5","E"
"98DL067","MSmw","2","B"
"98DL068","MSmw2","3","B"
"98DL069","MSmw2","3","B"
"98DL070","MSmw2","0","A"
"98DL074","ESSFdv2","2","B"
"98DL075","ESSFdv2","2+","B"
"98DL076","MSxv","4","C"
"98DL077","ESSFxv","4","D"
"98DM001","IDFxh2",,
"98DM002","BGxh2","4","C"
"98DM003","BGxh2","3","B"
"98DM005","PPxh2","6","D"
"98DM006","BGxw1","3","C"
"98DM007","IDFdk1","4+","B+"
"98DM008","IDFxh2","5","B"
"98DM009","BGxh3","3","D"
"98DM010","BGxh3","5",
"98DM011","BGxh3",,
"98DM012","IDFdk2","5","D"
"98DM050","IMAxv",,
"98DM051","ESSFxv",,
"98DM052","ESSFxv","6","C"
"98DM053","ESSFxv",,
"98HM001","PPxh2","3","C"
"98HM002","BGxh2","4","C"
"98HM003","ESSFxc3","4","D"
"98HM004","ESSFdv2","3","C"
"98HM005","MSdc","5","C"
"98HM006","MSmw",,
"98HM007","ESSFdv2","3+","C"
"98KAM06","BGxh2","6","E"
"98KAM10","BGxh2","5","D"
"98KAM11","BGxh2","7","D"
"98KAM13","BGxw1","7","D"
"98KAM19","IDFxh2","8","C"
"98KAM1R","PPxh2","8","E"
"98KAM21","IDFxh2","8","E"
"98KAM24","BGxw1","8","E"
"98KAM2R","IDFdk1","6","D"
"98MD001","MSxv","3","B"
"98MD002","ESSFxv","4","C"
"98MD003","MSxv","3",
"98MR001","BGxh2","2","C"
"98MR002","BGxh2","3","C"
"98MR003","BGxw1","4","C"
"98MR004","BGxh2","2","C"
"98MR010","ESSFxv","3","B"
"98MR011","ESSFxv","4","B+"
"98MR012","MSxv","5","C+"
"98MR013","MSxv","3","B"
"98MR014","MSxv","4","C"
"98SL103","SBSmm","5","D"
"98SL104","SBSmm","3","C"
"98SL105","SBSmm","4","C"
"98SL106","SBSdw1","4","C"
"98SL107","SBSmm","4","c"
"98SL108","SBSmm","4","C"
"98SL109","SBSmm","4","C"
"98SL110","SBSmm","4","C"
"98SL111","SBSmm","5","D"
"98SL112","ESSFdc3","8","B"
"98SL113","ESSFwc2","4","C"
"98SL114","ESSFdc3","4","C"
"98SL115","ESSFdc3","4","C"
"98SL116","SBSmm","3","B"
"98SL117","SBSmm","4","C"
"98SL118","SBSmm","4","C"
"98SL119","ESSFdc3","5","C"
"98SL120","SBSmm","4","B"
"98SL121","ESSFdc2","4","C"
"98SL122","SBSmm","4","C"
"98SL123","SBSmm","5","C"
"98SL124","SBSmm","4","C"
"98SL125","ESSFdc2","4","D"
"98SL126","SBSmm","8","D"
"98SL127","SBSmm","4","C"
"98SL128","SBSmm","4","C"
"98SL129","ESSFwc2","4","C"
"98SL130","ESSFwc2","7","B"
"98SL131","ESSFwc2","4","C"
"98SL132","ICHmw3","5","C"
"9902118","CWHvh2","8","D"
"9902119","CWHvh2","8","A"
"9902120","CWHvh2","7","A"
"9902121","CWHvh2","8","C"
"9902122","CWHvh2","8","C"
"9902123","CWHvh2","7","A"
"9902124","CWHvh2","7","A"
"9902125","CWHvh2","8","C"
"9902126","CWHvh2","8","A"
"9902127","SBSdk","8","C"
"9902152","BAFAmcN","1","B"
"9902308","SBSmc2","4-","C"
"9902309","SBSmc2","2+","B"
"9902310","SBSmc2","4","C"
"9902312","BAFAmv","5","D"
"9902313","BAFAmcN","4","B"
"9902314","BAFAmcN","5","D"
"9902317","SBSwk1","8","C"
"9902318","SBSmc2","8","D"
"98MR015","MSxv","4","C-"
"98MR016","ESSFdv","3","C"
"98MR017","ESSFdv","2","B"
"98MR070","ESSFxv","5","C"
"98NB001","ESSFdv1","4","B"
"98NB002","ESSFdv2","1","B"
"98OK001","IDFxh1","6","D"
"98OK002","IDFxh1","2","B"
"98OK003","IDFxh1","8","D"
"98OK004","IDFdm1","3","C"
"98OK005","IDFdm1","2","B"
"98OK006","PPxh1","3","B"
"98OK007","IDFxh1","2","B"
"98OK008","IDFxh1","4","C"
"98OK009","IDFxh1","2","B"
"98OK010","IDFdm1","3","C"
"98OK011","IDFdm1","5","C"
"98OK012","IDFxh1a","2","B"
"98OK013","PPxh1","4","D"
"98OK014","PPxh1","2","C"
"98OK015","IDFxh1","2","D"
"98OK016","IDFxh1","8","D"
"98OK017","MSdm1","3","D"
"98OK018","MSdm1","5","D"
"98OK019","MSdm1","4","C"
"98OK021","MSdm1","6","D"
"98OK022","IDFdm1","8","D"
"98OK023","IDFxh1","1","C"
"98OK024","IDFdm1","7","D"
"98OK025","IDFdm1","3","C"
"98OK026","IDFdm1","6","D"
"98OK027","IDFxh1","5","D"
"98OK028","IDFxh1","5","D"
"98OK029","IDFxh1","1+","C"
"98OK030","ESSFdc1","1","B"
"98OK031","ESSFdc1","2","B"
"98OK032","ESSFdc1","3","C"
"98OK033","MSdm1","2","C"
"98OK034","MSdm1","2","C"
"98OK035","MSdm1","5","C"
"98OK036","MSdm1","4","C"
"98OK037","ESSFdc1","2","C"
"98OK038","ESSFdc1","3","C"
"98OK039","ESSFdc1","4","C"
"98OK040","ESSFdc1","5","C"
"98OK041","ESSFdc1","7","D"
"98OK042","ESSFdc1","2","C"
"98OK043","ESSFdc1","3","B"
"98OK044","MSdm1","1","B"
"98OK045","MSdm1","2","B"
"98OK046","ESSFdc1","3","B"
"98OK047","MSdm1","3","B"
"98OK048","ESSFdcu","6","D"
"98OK049","ESSFdc1","2","B"
"98OK050","IDFdm1","7","D"
"98OK051","IDFdm1","4","C"
"98OK052","IDFdm1","1+","B"
"98OK053","IDFdm1","3","B"
"98OK054","IDFdm1","5","D"
"98OK055","IDFdm1","3","C"
"98OK056","IDFdm1","3","C"
"98OK057","IDFdm1","2","C"
"98OK058","IDFdm1","2","C"
"98OK059","IDFdm1","7","D"
"98OK060","IDFdm1","5","D"
"98OK061","IDFdm1","3","C"
"98OK062","IDFdm1","3","C"
"98OK063","MSdm1","3","C"
"98OK064","MSdm1","5","D"
"98OK065","IDFdm1","3","C"
"98OK067","MSdm1","2","C"
"98OK068","MSdm1","5","D"
"98OK069","IDFdm1","3","C"
"98OK070","IDFxh1","3","C"
"98OK071","IDFxh1a","5","D"
"98OK072","IDFdm1","5","D"
"98OK073","PPxh1","4","C"
"98OK074","PPxh1","3","C"
"98OK075","IDFdm1","4","C"
"98OK076","MSdm1","4","C"
"98OK077","MSdm1","3","D"
"98OK078","MSdm1","7","D"
"98OK079","MSdm1","3","C"
"98OK080","MSdm1","1","B"
"98OK081","MSdm1","6","D"
"98OK082","MSdm1","2","C"
"98OK083","MSdm1","5","D"
"98OK084","MSdm1","3","C"
"98OK085","ESSFdc1","3","C"
"98OK086","ESSFdc1","2","C"
"98OK087","ESSFdc1","4","C"
"98OK088","BGxh1","2","C"
"98OK089","IDFxh1","1","A"
"98OK090","IDFxh1","2","C"
"98OK091","MSdm1","7","C"
"98OK092","ESSFdc1","6","D"
"98OK093","MSdm1","4","C"
"98OK094","ESSFdcu","4","C"
"98OK095","ESSFdcu","6","D"
"98OK096","ESSFdc1","7","D"
"98OK097","ESSFdcp","5","C"
"98OK098","ESSFdcp","4","C"
"98OK099","ESSFdcu","3","C"
"98OK120","MSdm1","7","E"
"98OK122","IDFdm1","8","D"
"98OK150","IDFxh1","3","B"
"98OK151","IDFxh1","3","C"
"98OK152","IDFxh1","6","D"
"98OK153","IDFdm1","4","C"
"98OK154","IDFdm1","8","D"
"98OK155","IDFdm1","2","B"
"98OK550","ESSFdc1","3","D"
"98OK551","MSdm1","2","C"
"98SL001","ESSFdc2","0","A"
"98SL002","ESSFdc2","1","C"
"98SL003","ESSFvv","2","C"
"98SL004","ESSFwcw","3","C"
"98SL005","ESSFwc2","3","C"
"98SL006","ESSFwc2","3","C"
"98SL007","ESSFwc2","3","C"
"98SL008","ESSFwc2","5","D"
"98SL009","ICHmk2","4","C"
"98SL100","SBSmm","4","C"
"98SL101","SBSmm","7","D"
"98SL102","SBSmm","4","C"
"98SL133","ICHmw3","4","C"
"98SL134","ESSFwc2","4","C"
"98SL135","ESSFwc2","3","C"
"98SL136","ESSFwc2","3","C"
"98SL137","ESSFwc2","4","C"
"98SL138","ESSFwc2","4","C"
"98SL139","SBSmm","5","C"
"98SL200","ICHmk2","3","C"
"98SL201","ICHmk2","6","D"
"98SL202","ESSFwc2","4","C"
"98SL203","ESSFwc2","7","D"
"98SL204","ICHmk2","4","B"
"98SL205","ICHmk2","3","B"
"98SL206","ICHmw3","4","C"
"98SL207","ICHmw3","7","D"
"98SL208","ESSFwc2","4","B"
"98SL209","ESSFwc2","6","B"
"98SL210","ICHmw3","5","C"
"98SL211","SBSmm","6","E"
"98SL212","ESSFwc2","4","C"
"98SL213","ESSFwc2","4","C"
"98SL214","ESSFwc2","7","D"
"98SL215","ICHmk2","5","D"
"98SL216","ICHmk2","5","D"
"98SL217","ICHmk2","3","B"
"98SL218","SBSmm","5","D"
"98SL219","ICHmk2","5","D"
"98SL220","ESSFwc2","4","B"
"98SL221","ESSFdc3","4","C"
"98SL222","ESSFwc2","4","C"
"98SL223","ESSFwc2","4","C"
"98SL224","SBSmm","4","C"
"98SL225","SBSmm","6","D"
"98SL226","SBSmm","6","D"
"98SL227","ESSFwc2","3","B"
"98SL228","ESSFwc2","4","C"
"98SL229","ESSFwc2","5","D"
"98SL230","ESSFwc2","4","C"
"98SL231","ESSFdc3","5","D"
"98SL232","ESSFdc3","5","D"
"98SL238","ESSFwc2","4","C"
"98VL001","BGxw1",,
"98VL002","BGxh2",,
"98VL005","ESSFxv3","5","D"
"98VL006","ESSFdv2","6","D"
"98VL007","ESSFdv2","3","C-"
"98VL008","MSmw","5","E"
"98VL009","IDFdk2","3","B"
"98VL020","MSdc","5","C"
"98VL021","MSdc","4","C"
"98VL022","MSdc","8",
"9900432","IDFdm2","7","D"
"9900852","CWHws1","4","D"
"9900853","CWHvm1","5","C"
"9900854","CWHws2","3","C"
"9900855","CWHws1","7","D"
"9900864","SBSdw3","5","C"
"9900865","SBSdw3","5","D"
"9900866","SBSmk1","5","D"
"9900867","SBSmk1","3","C"
"9900868","SBSmk1","2","B"
"9900869","SBSmk1","5","C"
"9900870","SBSmk1","4","C"
"9900871","SBSmk1","3","C"
"9900874","CWHws2","4","C"
"9900875","CWHws1","4","D"
"9900876","CWHvm1","5","E"
"9900877","CWHws2","4","C"
"9900901","SBSdw3","4","C"
"9900906","SBSdw3","5","C"
"9900907","SBSmk1","4","C"
"9900908","SBSmk1","4","C"
"9900909","SBSmk1","6","C"
"9900945","SBSwk1","3","B"
"990-1","ESSFwc1","2","B"
"9901079","ICHmc2","6","D"
"9901082","ESSFwk2","5","C"
"9901084","ESSFwk2","4","C"
"9901602","ICHmc2","5","D"
"9901603","ICHmc2","5","D"
"9901624","BWBSmw1","4","C"
"9901625","BWBSmw1","5","C"
"9901626","BWBSmw1","4","C"
"9901627","BWBSmw1","5","D"
"9901628","BWBSwk1","3","C"
"9901629","BWBSmw1","4","C"
"9901630","BWBSmw1","5","C"
"9901631","BWBSmw1","3","C"
"9901632","BWBSmw1","4","C"
"9901633","BWBSmw1","5","C"
"9901634","BWBSmw1","4","C"
"9901635","BWBSmw1","4","C"
"9901636","BWBSmw1","3","C"
"9901637","BWBSmw1","3","C"
"9901638","BWBSmw1","2","B"
"9901640","BWBSmw1","3","C"
"9901641","BWBSmw1","5","D"
"9901642","BWBSwk1","4","D"
"9901643","BWBSmw1","4","C"
"9901644","BWBSmw1","5","D"
"9901645","BWBSmw1","3","B"
"9901646","BWBSmw1","4","C"
"9901647","BWBSmw1","5","D"
"9901648","BWBSmw1","1","B"
"9901649","BWBSmw1","3","B"
"9901650","BWBSmw1","4","B"
"9901651","BWBSmw1","4","B"
"9901652","BWBSmw1","5","C"
"9901736","IDFxh1","1","B"
"9901737","IDFxh1","1","C"
"9901738","IDFxh1","5","B"
"9901739","IDFxh1","1","A+"
"9901740","IDFxh1","8","E"
"9901741","IDFxh1","8","D"
"9901742","IDFxh1","7","E"
"9901743","IDFxh1","1",
"9901744","IDFxh1","1","A+"
"9901772","IDFxx1","3","D"
"9901773","IDFxx1","2","D"
"9901786","PPdh2","4","D"
"9901787","IDFxk","5","E"
"9901788","IDFdm2","2","D"
"9901789","IDFdm2","3","D"
"9901790","IDFdm2","2","C"
"9901791","IDFdm2","5-6","E"
"9901792","PPdh2","4","D"
"9901793","IDFdm1","2","D"
"9901795","IDFdm1","3","D"
"9901796","IDFdm1","3","D"
"9901797","IDFdm1","3","D"
"9901798","IDFdm1","1","C"
"9901799","IDFdm1","2","C"
"9901800","IDFxx1","2","C"
"9901878","MSdm3","4","C"
"9901879","MSdm3","6","D"
"9901880","ESSFdc3","7","D"
"9901887","ESSFdc2","7","D"
"9901888","ESSFdc2","7","D"
"9901889","MSdm3","4","C"
"9901890","MSdm2","1","A"
"9901891","IDFxh2","3","C"
"9901893","IDFxh2","3","C"
"990-2","ESSFwc1","2","B"
"9902111","MHwh2","7","C"
"9902112","CWHvh2","8","D"
"9902113","CWHvh2","7","D"
"9902114","CWHvh2","8","D"
"9902115","CWHvh2","6","D"
"9902116","CWHvh2","6","D"
"9902117","CWHvh2","8","D"
"9902319","BAFAmv","3","C"
"9902320","BAFAmv","5","C"
"9902321","BAFAmv","5","D"
"9902322","BAFAmv","6+","D"
"9902323","BAFAmv","4","C"
"9902324","BAFAmv","3","D"
"9902325","BAFAmv","5","C"
"9902326","BAFAmv","5","D"
"9902327","BAFAmv","3+","C"
"9902328","BAFAmv","3+","C"
"9902329","BAFAmv","4","C"
"9902357","SBSmc2","5+","D"
"9902358","SBSmc2","4+","D"
"9902501","ESSFxc","6","D"
"9902502","ESSFxc2","6","D"
"9902503","ESSFxc","7","D"
"9902504","ESSFdc2","8","D"
"9902505","ESSFdc3","2","B"
"9902506","ESSFxc2","6","D"
"9902507","ESSFxc2","7","D"
"9902508","ESSFxc2","7","D"
"9902509","ESSFdc2","7","D"
"9902510","ESSFdc2","7","D"
"9902511","ESSFdc2","8","D"
"9902512","ESSFdc3","7","D"
"9902513","MSdm2","8","D"
"9902906","CWHws2","5","D"
"9902907","CWHws2","4","C"
"9902908","ICHmc2","5","D"
"9902915","SBSmk1","5","D"
"9902916","SBSmk1","5","C"
"9902917","SBSvk","3","C"
"9902918","SBSvk","4","C"
"9902919","SBSvk","5","D"
"9902920","ICHvk2","4","C"
"9902921","SBSvk","3","C"
"9902922","ICHvk2","4","C"
"9902923","ICHvk2","4","C"
"9902924","ICHvk2","4","C"
"9902925","ICHvk2","4","C"
"9902926","SBSvk","3","B"
"9902927","SBSvk","4","D"
"9902928","ICHvk2","5","D"
"9902929","ICHvk2","5","D"
"9902930","SBSvk","5","D"
"9902931","ICHvk2","4","C"
"9902932","SBSvk","3","B"
"9902933","ICHvk2","4","C"
"9902934","ICHvk2","4","C"
"9902935","ICHvk2","4","D"
"9902990","SBSmk1","4","C"
"9902991","SBSmk1","5","C"
"990-3","ESSFwc1","2","B"
"9903001","BAFAuns","5+","C"
"9903002","BAFAuns","3","C"
"9903003","BAFAuns","1","B"
"9903004","BAFAuns","3","C"
"9903005","BAFAuns","2+","B"
"9903006","SWBuns","3","B"
"9903007","BAFAuns","5+","C"
"9903008","SWBuns","5","C+"
"9903009","SWBuns","3","B"
"9903010","BAFAuns","4","C"
"9903011","BAFAuns","2","A"
"9903012","BAFAuns","4","C"
"9903013","BAFAuns","0","A"
"9903014","BAFAuns","1","A"
"9903015","BAFAuns","5","C"
"9903016","BAFAuns","4","C"
"9903017","BAFAuns","4","C"
"9903018","SWBuns","4","C"
"9903019","SWBuns","5","D"
"9903020","BAFAuns","5","C"
"9903021","BAFAuns",,
"9903022","BAFAuns","5","A"
"9903023","BAFAmks","2","D"
"9903024","BAFAmks","3","D"
"9903025","BAFAmks","3","D"
"9903026","BAFAmks","5+","D"
"9903027","BAFAmks","4","D"
"9903028","SWBmks",,"E"
"9903029","SWBmks","4","E"
"9903030","SWBmks","2","C"
"9903031","BAFAuns","2","B"
"9903032","BAFAuns","3","B"
"9903033","BAFAuns","1","B"
"9903034","SWBuns","2","B"
"9903035","SWBuns","2","B"
"9903036","BAFAmks","7","B"
"9903037","BAFAmks","3","C"
"9903038","BAFAmks","6","C"
"9903039","BAFAmks","2","C"
"9903040","BAFAmks","2","C"
"9903041","BAFAmks","4","D"
"9903042","BAFAmks","5","C"
"9903043","CMAwv","1","B"
"9903044","CMAwv","3","A"
"9903045","CMAwv","3","B"
"9903046","MHwv","4","D"
"9903047","MHwv","7","C"
"9903048","MHwv","3","D"
"9903049","MHwv","3","D"
"9903050","MHmsp","6+","B"
"9903051","MHmsp","3","B"
"9903052","CMAmc","3","B"
"9903053","BAFAuns","0","A"
"9903054","BAFAmks","4","C"
"9903055","BAFAmks","1","A"
"9903056","SWBmks",,
"9903057","BAFAmks",,
"9903063","IDFdm2N","5+","D"
"9903064","IDFdm2N","2","C"
"9903065","IDFdm2","0","B"
"9903066","IDFdm2N","3","B"
"9903067","IDFdm2N","4","C"
"9903068","IDFdm2N","4","C"
"9903069","IDFdm2N","5","C"
"9903070","IDFdm2N","6","D"
"9903071","IDFdm2N","3-","C"
"9903072","IDFdm2N","2+","B"
"9903073","IDFdm2N","4","C"
"9903074","MSdk?","4","C"
"9903075","IDFdm2n","4-","C"
"9903076","IDFdm2N","4","C"
"9903077","IDFdm2N","8","D"
"9903078","IDFdm2N","2+","B"
"9903079","IDFdm2N","0","A"
"9903080","IDFdm2N","0","A"
"9903082","BAFAuns","2+","A"
"9903083","BAFAuns","4","C"
"9903084","SWBuns","3-","C"
"9903085","SWBuns","4","B"
"9903086","SWBuns","5","C"
"9903087","SWBuns","6","D"
"9903088","BAFAuns","2","C"
"9903089","BAFAuns","4","D"
"9903090","BAFAuns","1","A"
"9903091","BAFAuns","4","A"
"9903092","BAFAuns","2-","B"
"9903093","BAFAuns","4","C"
"9903094","BAFAuns","6+",
"9903095","BAFAuns","4","D"
"9903103","SBSdk","4","C"
"9903104","SBSdk","5","D"
"9903105","SBSdk","4","C"
"9903106","SBSdk",,"C"
"9903107","SBSdk","3","B"
"9903108","SBSdk","6+","D"
"9903111","CWHwh1","2","A"
"9903112","SBSdk/mc2","4","C"
"9903113","SBSdk","3","C"
"9903114","CWHwh1","2","A"
"9903115","ESSFdkp","5","D"
"9903116","ESSFdkp","2","B"
"9903126","SBSmc2","4+","D"
"9903127","SBSmc2","2","B"
"9903128","SBSmc2","4+","D"
"9903129","SBSmc2","6","D"
"9903130","SBSmc2","4+","D+"
"9903142","BAFAmc","5","D"
"9909010","CDFmm","5","A"
"9909011","CDFmm","5","D"
"9909012","CDFmm","9","B"
"9909013","CDFmm","4","D"
"99RV60","ESSFxcp","2+","B+"
"99RV61","ESSFxcp","4","C+"
"99RV62","ESSFxcp","3+","C"
"99RV63","ESSFxcp","3","B+"
"99RV64","ESSFxcp","2","B"
"99RV65","ESSFxcp","4+","C+"
"99RV66","MSdm2","4","C+"
"99SL466","ESSFdc3","3","B"
"99SL467","ESSFdc3","8","D"
"99SL470","ESSFvv","4","D"
"99SL471","ESSFwcw","3","B"
"99SL472","ESSFwc2","4","C"
"99VL001","IDFdk1","4","C"
"99VL002","ESSFxc1","3","B"
"99VL003","MSxk","3","C"
"99VL100","MSdm2","4","C"
"99VL101","MSdm2","4","C"
"99WR19","ICHwk1","5","D"
"99WR26","ESSFwc2","1+","A+"
"99WR28","ESSFvkpvvp",,
"99WR55","ESSFwc2","6","B"
"99WR57","ESSFwc2","3","B"
"AALT06","CWHvh2","2","C"
"AALT07","CWHvh2",,
"AALT08","MHwh1","3","B"
"AALT09","CWHvh2","2","B"
"AALT10","CWHvh2",,"D"
"AALT11","CWHvh2","6","D"
"AALT12","CWHvh2","4","C"
"AM-C30","IDFxm","4","C"
"AM-C31","IDFxm","3",
"AM-C32","SBPSmk","6","C"
"AM-C33","IDFxm","4","C"
"AM-C34","IDFxm","5","B"
"AM-C35","IDFxm","3","C"
"APPL01","CWHvm1","5","D"
"APPL02","CWHvm2","4","C"
"APPL03","CWHvm2","5","D"
"APPL04","CWHvm1","4.5","D "
"APPL05","CWHvm1",,
"APPL06","CWHvm2",,
"APPL07","CWHvm1",,
"APPL08","CWHvm1",,
"ARS-5","ESSFwh3","3","C"
"ARS-50","ESSFmh","4","C"
"ARS-51","ESSFmh","4","C"
"ARS-52","ESSFmh","2","B"
"ARS-53","ESSFmh","3","B"
"ARS-54","ESSFmh","3","B"
"ARS-55","ESSFmh","3","B"
"ARS-56","ESSFmh","3","B"
"9909014","CDFmm","6","D"
"9909015","CDFmm","9","B"
"9909016","CDFmm","7","B"
"9909017","CDFmm","5","C"
"9909018","CDFmm","4","B"
"9909019","CDFmm","5","B"
"9909020","CDFmm","5","B"
"9909021","CDFmm","6","C"
"9909022","CDFmm","6","A"
"9909023","CDFmm","6","B"
"9909024","CDFmm","6","C"
"991639","BWBSmw1","2","B"
"993058","ESSFwv","5","D"
"993059","ESSFmc","4","C"
"993060","SBSun","3","B"
"993061","SBSvv","4","C"
"996-1","ICHdw1","3","C"
"996-2","ICHdw1","4","C"
"996-3","ICHdw1","4","C"
"99DB001","IDFxh1","3","C+"
"99DB002","IDFxh1","5","A"
"99DB003","MSdm2","4","C"
"99DB004","MSdm2","3+","C"
"99DB007","IDFxh2a","4","C"
"99DB009","IDFdk2","5","D"
"99DB010","MSdm2","6","D"
"99DB020","ESSFdcp","2","B"
"99DB021","ESSFdc2","4","C"
"99DB022","MSdm2","6","C"
"99DB023","MSdm2","4","C"
"99DB040","ESSFmw","3","C"
"99DB041","ESSFmw1","7","D"
"99DL020","IDFdk1","3","C"
"99DL021","IDFdk1","4","C"
"99DL022","MSxk","3","B"
"99DL023","MSxk","2","B"
"99DL024","MSdm2","2-","C-"
"99DL025","MSdm2","3","C"
"99DL026","MSdm2","4","C"
"99DL027","MSdm2","5","D"
"99DL028","MSdm2","7","C"
"99DL029","MSxk","4","C"
"99DL030","MSdm2","4","C"
"99DL052","ESSFxc","4","C"
"99DL053","ESSFxc","4","B"
"99DL054","MSdm2","5","D"
"99DM001","IDFdk2","4","C"
"99DM002","IDFdk1","3","C"
"99DM021","ESSFxc","2","D"
"99DM022","ESSFdc2","3","C"
"99DM023","ESSFdc2","4","C"
"99DM024","ESSFdc2","4","C"
"99DM026","ESSFdc2","4","C"
"99DM027","ESSFdc2","4","C"
"99DM028","ESSFdc2","4","C"
"99DM029","ESSFdc2","4","C"
"99DM030","ESSFdc2","3","C"
"99DM031","ESSFdc2","5","C"
"99DM032","ESSFdc2","3","C"
"99DM033","ESSFdc2","2+","B"
"99DM034","MSdm2","4","C"
"99DM035","ESSFdc2","4","C"
"99DM037","MSdm2","3+","B"
"99DM038","ESSFdc2",,
"99DM039","MSdm2","0","A"
"99DM060","ESSFdc2","3",
"99DM061","ESSFdc2","4","C"
"99DM062","IDFdk2","4","C"
"99HM001","IDFdk2","0","B"
"99HM002","MSmw","7","B"
"99KJ001","MSxk1","3","B"
"99KJ002","MSdm2","0","B"
"99KJ003","MSdm2","1","B"
"99KJ004","MSdm2","4","C"
"99KJ005","MSdm2","7","C"
"99KJ006","MSdm2","3+","C"
"99KJ015","MSdm2","5","D"
"99KJ016","MSdm2","2","B"
"99KJ017","MSdm2","3","B"
"99KJ018","ESSFdc2","5","C"
"99KJ020","ESSFdc2","2+","C"
"99KJ021","ESSFdc2","4","C"
"99KJ022","ESSFdc2","4","C"
"99KJ023","ESSFdc2","1","B"
"99KJ024","MSdm2","3","B"
"99KJ025","MSdm2","6","D"
"99KJ026","MSdm2","8","E"
"99KJ030","MSdm2","4","C"
"99KJ031","IDFdk2","2","B"
"99KJ032","ESSFdc2","4","B"
"99KJ033","ESSFdc2","5","D"
